segmento,tiempo,frame,segundo,id,equipo,x,y,x_norm,y_norm,zona_v,zona_h,conf
1T — Inicio a TM Olimpia,1T,0,0.0,4,marmoleria,206.8,157.7,0.323,0.329,defensa,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,15,0.5,4,marmoleria,201.1,159.7,0.314,0.336,defensa,carril_central,0.57
1T — Inicio a TM Olimpia,1T,18,0.6,4,marmoleria,199.9,160.1,0.312,0.337,defensa,carril_central,0.54
1T — Inicio a TM Olimpia,1T,21,0.7,4,marmoleria,198.8,161.2,0.311,0.341,defensa,carril_central,0.54
1T — Inicio a TM Olimpia,1T,24,0.8,4,marmoleria,197.6,161.5,0.309,0.342,defensa,carril_central,0.54
1T — Inicio a TM Olimpia,1T,27,0.9,4,marmoleria,196.8,161.6,0.308,0.343,defensa,carril_central,0.46
1T — Inicio a TM Olimpia,1T,30,1.0,4,marmoleria,195.8,161.4,0.306,0.325,defensa,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,33,1.1,4,marmoleria,195.8,161.7,0.306,0.325,defensa,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,36,1.2,4,marmoleria,195.9,161.5,0.306,0.325,defensa,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,39,1.3,4,marmoleria,195.1,161.2,0.305,0.324,defensa,carril_izquierdo,0.53
1T — Inicio a TM Olimpia,1T,42,1.4,4,marmoleria,195.1,161.6,0.305,0.325,defensa,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,45,1.5,4,marmoleria,193.7,161.5,0.303,0.325,defensa,carril_izquierdo,0.57
1T — Inicio a TM Olimpia,1T,48,1.6,4,marmoleria,193.4,161.5,0.302,0.325,defensa,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,51,1.7,4,marmoleria,193.0,161.9,0.302,0.326,defensa,carril_izquierdo,0.57
1T — Inicio a TM Olimpia,1T,54,1.8,4,marmoleria,193.1,162.0,0.302,0.327,defensa,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,54,1.8,8,olimpia,543.4,142.2,0.849,0.259,definicion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,57,1.9,4,marmoleria,193.1,161.7,0.302,0.325,defensa,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,57,1.9,8,olimpia,538.8,140.9,0.842,0.255,definicion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,60,2.0,8,olimpia,533.1,140.2,0.833,0.253,definicion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,63,2.1,8,olimpia,530.0,140.2,0.828,0.253,definicion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,63,2.1,4,marmoleria,193.9,160.6,0.303,0.322,defensa,carril_izquierdo,0.45
1T — Inicio a TM Olimpia,1T,66,2.2,8,olimpia,526.6,140.2,0.823,0.252,definicion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,69,2.3,8,olimpia,522.7,140.3,0.817,0.253,definicion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,75,2.5,8,olimpia,518.7,139.4,0.811,0.25,definicion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,75,2.5,4,marmoleria,193.6,160.8,0.302,0.322,defensa,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,78,2.6,8,olimpia,515.1,138.0,0.805,0.245,definicion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,81,2.7,8,olimpia,510.8,138.1,0.798,0.245,definicion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,84,2.8,8,olimpia,508.6,136.7,0.795,0.24,definicion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,87,2.9,8,olimpia,507.9,136.1,0.794,0.239,definicion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,99,3.3,4,marmoleria,186.8,160.1,0.292,0.251,defensa,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,102,3.4,4,marmoleria,185.3,159.2,0.29,0.248,defensa,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,105,3.5,4,marmoleria,185.1,160.9,0.289,0.254,defensa,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,108,3.6,10,marmoleria,202.2,146.5,0.316,0.2,defensa,carril_izquierdo,0.51
1T — Inicio a TM Olimpia,1T,108,3.6,4,marmoleria,185.2,162.5,0.289,0.26,defensa,carril_izquierdo,0.53
1T — Inicio a TM Olimpia,1T,111,3.7,10,marmoleria,201.9,146.6,0.315,0.201,defensa,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,111,3.7,8,olimpia,481.3,134.8,0.752,0.156,definicion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,114,3.8,10,marmoleria,201.9,147.4,0.315,0.204,defensa,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,114,3.8,8,olimpia,480.4,135.1,0.751,0.158,definicion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,117,3.9,9,olimpia,562.9,141.8,0.88,0.183,definicion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,117,3.9,10,marmoleria,200.9,146.9,0.314,0.202,defensa,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,117,3.9,8,olimpia,476.9,135.3,0.745,0.159,definicion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,120,4.0,9,olimpia,556.6,141.3,0.87,0.256,definicion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,126,4.2,9,olimpia,550.3,140.9,0.86,0.255,definicion,carril_izquierdo,0.53
1T — Inicio a TM Olimpia,1T,126,4.2,4,marmoleria,190.5,159.7,0.298,0.319,defensa,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,126,4.2,8,olimpia,467.8,134.7,0.731,0.234,definicion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,129,4.3,9,olimpia,547.1,139.9,0.855,0.251,definicion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,132,4.4,9,olimpia,544.2,139.3,0.85,0.249,definicion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,135,4.5,9,olimpia,542.2,139.1,0.847,0.248,definicion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,138,4.6,9,olimpia,535.8,139.0,0.837,0.248,definicion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,138,4.6,4,marmoleria,190.8,155.6,0.298,0.305,defensa,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,141,4.7,9,olimpia,532.4,138.4,0.832,0.246,definicion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,141,4.7,4,marmoleria,192.3,155.6,0.301,0.305,defensa,carril_izquierdo,0.53
1T — Inicio a TM Olimpia,1T,144,4.8,9,olimpia,530.5,137.4,0.829,0.243,definicion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,144,4.8,4,marmoleria,190.7,155.3,0.298,0.304,defensa,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,144,4.8,8,olimpia,455.3,129.1,0.711,0.215,definicion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,147,4.9,9,olimpia,526.8,137.3,0.823,0.242,definicion,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,150,5.0,9,olimpia,525.8,137.1,0.822,0.152,definicion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,153,5.1,9,olimpia,522.3,136.8,0.816,0.151,definicion,carril_izquierdo,0.46
1T — Inicio a TM Olimpia,1T,159,5.3,8,olimpia,447.5,133.0,0.699,0.137,definicion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,162,5.4,8,olimpia,446.5,132.5,0.698,0.135,definicion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,165,5.5,8,olimpia,445.4,133.1,0.696,0.137,definicion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,165,5.5,9,olimpia,506.6,135.1,0.792,0.145,definicion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,168,5.6,8,olimpia,443.4,132.0,0.693,0.133,definicion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,168,5.6,9,olimpia,504.9,136.5,0.789,0.15,definicion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,171,5.7,8,olimpia,442.3,132.2,0.691,0.134,definicion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,171,5.7,9,olimpia,503.6,135.4,0.787,0.146,definicion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,174,5.8,4,marmoleria,196.7,155.2,0.307,0.221,defensa,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,174,5.8,8,olimpia,440.3,136.0,0.688,0.148,definicion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,174,5.8,9,olimpia,502.7,135.4,0.785,0.146,definicion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,177,5.9,4,marmoleria,199.3,156.0,0.311,0.224,defensa,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,177,5.9,8,olimpia,438.9,136.8,0.686,0.151,definicion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,177,5.9,9,olimpia,502.9,135.8,0.786,0.148,definicion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,180,6.0,4,marmoleria,200.0,155.4,0.312,0.228,defensa,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,180,6.0,8,olimpia,437.4,136.1,0.683,0.155,definicion,carril_izquierdo,0.75
1T — Inicio a TM Olimpia,1T,183,6.1,4,marmoleria,204.8,158.4,0.32,0.239,defensa,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,183,6.1,8,olimpia,434.4,135.8,0.679,0.154,definicion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,183,6.1,10,marmoleria,191.3,148.3,0.299,0.201,defensa,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,186,6.2,4,marmoleria,208.4,159.3,0.326,0.243,defensa,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,186,6.2,8,olimpia,432.2,135.8,0.675,0.154,definicion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,186,6.2,10,marmoleria,191.7,148.1,0.3,0.2,defensa,carril_izquierdo,0.57
1T — Inicio a TM Olimpia,1T,186,6.2,9,olimpia,487.0,132.3,0.761,0.141,definicion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,189,6.3,4,marmoleria,215.0,159.9,0.336,0.245,gestacion,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,189,6.3,8,olimpia,429.6,134.5,0.671,0.149,definicion,carril_izquierdo,0.81
1T — Inicio a TM Olimpia,1T,189,6.3,10,marmoleria,191.8,148.9,0.3,0.203,defensa,carril_izquierdo,0.57
1T — Inicio a TM Olimpia,1T,189,6.3,9,olimpia,483.4,132.9,0.755,0.143,definicion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,192,6.4,4,marmoleria,218.0,160.0,0.341,0.245,gestacion,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,192,6.4,8,olimpia,427.2,135.3,0.667,0.152,definicion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,192,6.4,10,marmoleria,191.9,150.2,0.3,0.208,defensa,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,195,6.5,4,marmoleria,225.3,159.8,0.352,0.245,gestacion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,195,6.5,8,olimpia,425.6,136.2,0.665,0.155,definicion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,195,6.5,10,marmoleria,194.8,150.0,0.304,0.208,defensa,carril_izquierdo,0.54
1T — Inicio a TM Olimpia,1T,198,6.6,8,olimpia,423.9,136.6,0.662,0.157,definicion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,198,6.6,10,marmoleria,197.2,150.2,0.308,0.208,defensa,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,201,6.7,8,olimpia,418.8,136.9,0.654,0.158,gestacion,carril_izquierdo,0.77
1T — Inicio a TM Olimpia,1T,201,6.7,9,olimpia,468.9,131.1,0.733,0.136,definicion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,204,6.8,8,olimpia,417.4,137.1,0.652,0.159,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,204,6.8,9,olimpia,467.9,130.9,0.731,0.135,definicion,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,207,6.9,4,marmoleria,247.5,157.4,0.387,0.236,gestacion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,207,6.9,8,olimpia,413.8,137.9,0.647,0.162,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,207,6.9,10,marmoleria,203.3,151.2,0.318,0.212,defensa,carril_izquierdo,0.46
1T — Inicio a TM Olimpia,1T,210,7.0,8,olimpia,410.5,139.2,0.641,0.241,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,210,7.0,9,olimpia,458.6,131.7,0.717,0.215,definicion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,213,7.1,8,olimpia,408.6,139.4,0.639,0.242,gestacion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,213,7.1,9,olimpia,456.4,131.9,0.713,0.216,definicion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,216,7.2,8,olimpia,401.8,138.6,0.628,0.239,gestacion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,216,7.2,9,olimpia,451.1,132.1,0.705,0.217,definicion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,216,7.2,10,marmoleria,212.8,150.4,0.332,0.28,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,219,7.3,8,olimpia,400.1,139.2,0.625,0.241,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,219,7.3,9,olimpia,449.8,131.5,0.703,0.215,definicion,carril_izquierdo,0.75
1T — Inicio a TM Olimpia,1T,219,7.3,10,marmoleria,213.8,150.4,0.334,0.28,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,222,7.4,8,olimpia,396.2,138.1,0.619,0.238,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,222,7.4,9,olimpia,444.7,132.5,0.695,0.218,definicion,carril_izquierdo,0.75
1T — Inicio a TM Olimpia,1T,222,7.4,10,marmoleria,215.4,149.5,0.337,0.277,gestacion,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,222,7.4,4,marmoleria,276.4,153.8,0.432,0.291,gestacion,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,225,7.5,8,olimpia,393.0,137.9,0.614,0.237,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,225,7.5,9,olimpia,442.9,132.7,0.692,0.219,definicion,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,225,7.5,4,marmoleria,279.9,153.7,0.437,0.291,gestacion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,228,7.6,9,olimpia,441.7,133.4,0.69,0.221,definicion,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,228,7.6,4,marmoleria,283.3,151.9,0.443,0.285,gestacion,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,231,7.7,9,olimpia,439.2,133.3,0.686,0.221,definicion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,231,7.7,4,marmoleria,288.3,151.7,0.45,0.284,gestacion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,234,7.8,9,olimpia,434.7,132.3,0.679,0.217,definicion,carril_izquierdo,0.8
1T — Inicio a TM Olimpia,1T,234,7.8,4,marmoleria,295.0,152.0,0.461,0.285,gestacion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,237,7.9,9,olimpia,431.1,133.5,0.674,0.222,definicion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,237,7.9,4,marmoleria,299.4,151.1,0.468,0.282,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,240,8.0,9,olimpia,426.9,134.5,0.667,0.225,definicion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,243,8.1,9,olimpia,424.7,133.6,0.664,0.222,definicion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,246,8.2,9,olimpia,422.3,133.9,0.66,0.223,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,249,8.3,9,olimpia,417.6,133.5,0.653,0.222,gestacion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,252,8.4,9,olimpia,413.4,134.4,0.646,0.225,gestacion,carril_izquierdo,0.64
1T — Inicio a TM Olimpia,1T,255,8.5,9,olimpia,408.4,135.9,0.638,0.23,gestacion,carril_izquierdo,0.63
1T — Inicio a TM Olimpia,1T,258,8.6,9,olimpia,403.9,136.9,0.631,0.233,gestacion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,261,8.7,9,olimpia,401.0,137.7,0.627,0.236,gestacion,carril_izquierdo,0.61
1T — Inicio a TM Olimpia,1T,261,8.7,4,marmoleria,336.8,147.8,0.526,0.271,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,264,8.8,9,olimpia,399.1,138.2,0.624,0.238,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,264,8.8,4,marmoleria,339.2,147.0,0.53,0.268,gestacion,carril_izquierdo,0.57
1T — Inicio a TM Olimpia,1T,267,8.9,9,olimpia,396.1,136.9,0.619,0.233,gestacion,carril_izquierdo,0.7
1T — Inicio a TM Olimpia,1T,270,9.0,9,olimpia,393.7,136.9,0.615,0.158,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,273,9.1,9,olimpia,390.5,137.2,0.61,0.159,gestacion,carril_izquierdo,0.78
1T — Inicio a TM Olimpia,1T,276,9.2,9,olimpia,388.2,137.2,0.607,0.159,gestacion,carril_izquierdo,0.68
1T — Inicio a TM Olimpia,1T,276,9.2,14,olimpia,440.6,138.4,0.688,0.164,definicion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,279,9.3,9,olimpia,386.6,136.7,0.604,0.157,gestacion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,279,9.3,14,olimpia,435.6,138.0,0.681,0.162,definicion,carril_izquierdo,0.84
1T — Inicio a TM Olimpia,1T,282,9.4,9,olimpia,384.3,137.1,0.6,0.159,gestacion,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,282,9.4,14,olimpia,431.0,137.5,0.673,0.16,definicion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,285,9.5,9,olimpia,383.0,137.8,0.598,0.161,gestacion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,285,9.5,14,olimpia,428.6,137.7,0.67,0.161,definicion,carril_izquierdo,0.65
1T — Inicio a TM Olimpia,1T,288,9.6,9,olimpia,380.4,138.6,0.594,0.164,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,288,9.6,14,olimpia,425.9,138.3,0.665,0.163,definicion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,291,9.7,9,olimpia,378.1,139.8,0.591,0.169,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,291,9.7,14,olimpia,423.2,138.3,0.661,0.164,definicion,carril_izquierdo,0.73
1T — Inicio a TM Olimpia,1T,294,9.8,9,olimpia,376.8,140.6,0.589,0.172,gestacion,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,294,9.8,14,olimpia,419.6,138.1,0.656,0.163,gestacion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,297,9.9,9,olimpia,374.9,141.3,0.586,0.175,gestacion,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,297,9.9,14,olimpia,416.5,138.3,0.651,0.163,gestacion,carril_izquierdo,0.76
1T — Inicio a TM Olimpia,1T,300,10.0,9,olimpia,373.4,142.7,0.584,0.256,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,300,10.0,14,olimpia,413.9,138.9,0.647,0.243,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,303,10.1,14,olimpia,410.6,139.6,0.642,0.245,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,306,10.2,14,olimpia,407.1,139.0,0.636,0.243,gestacion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,309,10.3,14,olimpia,404.1,139.4,0.631,0.244,gestacion,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,309,10.3,9,olimpia,366.6,141.8,0.573,0.253,gestacion,carril_izquierdo,0.51
1T — Inicio a TM Olimpia,1T,315,10.5,14,olimpia,399.9,141.5,0.625,0.252,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,318,10.6,14,olimpia,398.3,140.2,0.622,0.247,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,321,10.7,14,olimpia,395.5,139.6,0.618,0.245,gestacion,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,324,10.8,14,olimpia,392.0,138.9,0.612,0.243,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,327,10.9,14,olimpia,390.4,139.1,0.61,0.243,gestacion,carril_izquierdo,0.48
1T — Inicio a TM Olimpia,1T,336,11.2,14,olimpia,384.7,139.2,0.601,0.387,gestacion,carril_central,0.46
1T — Inicio a TM Olimpia,1T,339,11.3,14,olimpia,383.4,139.0,0.599,0.386,gestacion,carril_central,0.48
1T — Inicio a TM Olimpia,1T,354,11.8,14,olimpia,374.5,140.1,0.585,0.389,gestacion,carril_central,0.55
1T — Inicio a TM Olimpia,1T,357,11.9,14,olimpia,373.8,141.2,0.584,0.392,gestacion,carril_central,0.6
1T — Inicio a TM Olimpia,1T,360,12.0,14,olimpia,373.5,141.9,0.584,0.258,gestacion,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,366,12.2,14,olimpia,368.8,142.7,0.576,0.261,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,369,12.3,3,olimpia,287.1,146.5,0.449,0.274,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,369,12.3,14,olimpia,366.6,143.3,0.573,0.263,gestacion,carril_izquierdo,0.6
1T — Inicio a TM Olimpia,1T,372,12.4,3,olimpia,287.3,146.9,0.449,0.275,gestacion,carril_izquierdo,0.79
1T — Inicio a TM Olimpia,1T,372,12.4,14,olimpia,365.3,143.0,0.571,0.262,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,375,12.5,3,olimpia,286.4,147.0,0.448,0.276,gestacion,carril_izquierdo,0.85
1T — Inicio a TM Olimpia,1T,375,12.5,14,olimpia,364.4,142.9,0.569,0.261,gestacion,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,378,12.6,3,olimpia,285.3,147.4,0.446,0.277,gestacion,carril_izquierdo,0.85
1T — Inicio a TM Olimpia,1T,378,12.6,14,olimpia,364.7,143.1,0.57,0.262,gestacion,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,381,12.7,3,olimpia,285.0,147.5,0.445,0.277,gestacion,carril_izquierdo,0.87
1T — Inicio a TM Olimpia,1T,381,12.7,14,olimpia,363.3,142.5,0.568,0.26,gestacion,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,384,12.8,3,olimpia,284.7,147.2,0.445,0.276,gestacion,carril_izquierdo,0.71
1T — Inicio a TM Olimpia,1T,384,12.8,14,olimpia,362.5,142.2,0.566,0.259,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,387,12.9,3,olimpia,284.0,146.8,0.444,0.275,gestacion,carril_izquierdo,0.62
1T — Inicio a TM Olimpia,1T,387,12.9,14,olimpia,362.1,142.2,0.566,0.259,gestacion,carril_izquierdo,0.51
1T — Inicio a TM Olimpia,1T,390,13.0,3,olimpia,283.6,146.8,0.443,0.272,gestacion,carril_izquierdo,0.55
1T — Inicio a TM Olimpia,1T,393,13.1,3,olimpia,283.4,146.8,0.443,0.272,gestacion,carril_izquierdo,0.69
1T — Inicio a TM Olimpia,1T,393,13.1,14,olimpia,361.3,141.6,0.565,0.255,gestacion,carril_izquierdo,0.51
1T — Inicio a TM Olimpia,1T,396,13.2,3,olimpia,282.6,146.5,0.442,0.271,gestacion,carril_izquierdo,0.74
1T — Inicio a TM Olimpia,1T,396,13.2,14,olimpia,361.0,141.6,0.564,0.255,gestacion,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,399,13.3,3,olimpia,283.1,145.9,0.442,0.269,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,399,13.3,14,olimpia,361.5,142.0,0.565,0.256,gestacion,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,402,13.4,3,olimpia,282.3,143.6,0.441,0.261,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,402,13.4,14,olimpia,360.3,141.0,0.563,0.252,gestacion,carril_izquierdo,0.54
1T — Inicio a TM Olimpia,1T,405,13.5,3,olimpia,282.5,142.7,0.441,0.258,gestacion,carril_izquierdo,0.66
1T — Inicio a TM Olimpia,1T,405,13.5,14,olimpia,359.6,140.3,0.562,0.25,gestacion,carril_izquierdo,0.54
1T — Inicio a TM Olimpia,1T,408,13.6,3,olimpia,283.4,143.2,0.443,0.26,gestacion,carril_izquierdo,0.72
1T — Inicio a TM Olimpia,1T,408,13.6,14,olimpia,358.2,140.3,0.56,0.25,gestacion,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,411,13.7,3,olimpia,285.4,141.9,0.446,0.256,gestacion,carril_izquierdo,0.67
1T — Inicio a TM Olimpia,1T,411,13.7,14,olimpia,358.0,140.3,0.559,0.25,gestacion,carril_izquierdo,0.51
1T — Inicio a TM Olimpia,1T,414,13.8,3,olimpia,287.8,143.0,0.45,0.259,gestacion,carril_izquierdo,0.56
1T — Inicio a TM Olimpia,1T,417,13.9,3,olimpia,291.4,142.7,0.455,0.258,gestacion,carril_izquierdo,0.49
1T — Inicio a TM Olimpia,1T,423,14.1,3,olimpia,290.5,142.1,0.454,0.266,gestacion,carril_izquierdo,0.46
1T — Inicio a TM Olimpia,1T,426,14.2,3,olimpia,290.6,142.8,0.454,0.269,gestacion,carril_izquierdo,0.47
1T — Inicio a TM Olimpia,1T,432,14.4,3,olimpia,291.2,142.8,0.455,0.269,gestacion,carril_izquierdo,0.5
1T — Inicio a TM Olimpia,1T,435,14.5,3,olimpia,290.9,143.4,0.455,0.271,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,438,14.6,3,olimpia,290.8,143.2,0.454,0.27,gestacion,carril_izquierdo,0.46
1T — Inicio a TM Olimpia,1T,441,14.7,3,olimpia,290.8,143.2,0.454,0.27,gestacion,carril_izquierdo,0.52
1T — Inicio a TM Olimpia,1T,444,14.8,3,olimpia,291.4,143.7,0.455,0.272,gestacion,carril_izquierdo,0.82
1T — Inicio a TM Olimpia,1T,444,14.8,14,olimpia,352.3,144.2,0.55,0.273,gestacion,carril_izquierdo,0.59
1T — Inicio a TM Olimpia,1T,447,14.9,3,olimpia,291.4,143.9,0.455,0.272,gestacion,carril_izquierdo,0.81
