segmento,tiempo,frame,segundo,id,equipo,x,y,x_norm,y_norm,zona_v,zona_h,conf
2T — TM Olimpia a Fin 2T,2T,13350,445.0,6373,marmoleria,354.2,306.5,0.564,0.79,gestacion,carril_derecho,0.68
2T — TM Olimpia a Fin 2T,2T,13353,445.1,6373,marmoleria,354.6,306.4,0.565,0.79,gestacion,carril_derecho,0.65
2T — TM Olimpia a Fin 2T,2T,13356,445.2,6373,marmoleria,355.4,306.4,0.566,0.79,gestacion,carril_derecho,0.72
2T — TM Olimpia a Fin 2T,2T,13359,445.3,6373,marmoleria,355.3,306.1,0.566,0.789,gestacion,carril_derecho,0.68
2T — TM Olimpia a Fin 2T,2T,13362,445.4,6373,marmoleria,354.5,307.4,0.565,0.794,gestacion,carril_derecho,0.66
2T — TM Olimpia a Fin 2T,2T,13365,445.5,6393,marmoleria,365.8,181.9,0.582,0.302,gestacion,carril_izquierdo,0.6
2T — TM Olimpia a Fin 2T,2T,13365,445.5,6373,marmoleria,354.9,306.3,0.565,0.789,gestacion,carril_derecho,0.69
2T — TM Olimpia a Fin 2T,2T,13368,445.6,6373,marmoleria,355.8,306.8,0.567,0.791,gestacion,carril_derecho,0.54
2T — TM Olimpia a Fin 2T,2T,13371,445.7,6373,marmoleria,356.0,306.5,0.567,0.79,gestacion,carril_derecho,0.6
2T — TM Olimpia a Fin 2T,2T,13374,445.8,6373,marmoleria,357.7,307.7,0.57,0.795,gestacion,carril_derecho,0.6
2T — TM Olimpia a Fin 2T,2T,13377,445.9,6373,marmoleria,367.7,310.3,0.585,0.805,gestacion,carril_derecho,0.49
2T — TM Olimpia a Fin 2T,2T,13518,450.6,6400,marmoleria,199.6,135.4,0.312,0.23,defensa,carril_izquierdo,0.78
2T — TM Olimpia a Fin 2T,2T,13524,450.8,6400,marmoleria,198.6,139.6,0.31,0.246,defensa,carril_izquierdo,0.66
2T — TM Olimpia a Fin 2T,2T,13527,450.9,6400,marmoleria,197.9,143.6,0.309,0.261,defensa,carril_izquierdo,0.57
2T — TM Olimpia a Fin 2T,2T,13530,451.0,6400,marmoleria,195.0,148.0,0.305,0.379,defensa,carril_central,0.62
2T — TM Olimpia a Fin 2T,2T,13533,451.1,6400,marmoleria,193.9,149.8,0.303,0.386,defensa,carril_central,0.72
2T — TM Olimpia a Fin 2T,2T,13536,451.2,6400,marmoleria,192.8,152.6,0.301,0.397,defensa,carril_central,0.72
2T — TM Olimpia a Fin 2T,2T,13539,451.3,6400,marmoleria,191.8,157.7,0.3,0.417,defensa,carril_central,0.73
2T — TM Olimpia a Fin 2T,2T,13542,451.4,6400,marmoleria,194.3,159.6,0.304,0.424,defensa,carril_central,0.81
2T — TM Olimpia a Fin 2T,2T,13545,451.5,6400,marmoleria,197.9,162.1,0.309,0.434,defensa,carril_central,0.79
2T — TM Olimpia a Fin 2T,2T,13548,451.6,6400,marmoleria,201.8,165.9,0.315,0.449,defensa,carril_central,0.72
2T — TM Olimpia a Fin 2T,2T,13551,451.7,6400,marmoleria,203.9,172.9,0.319,0.476,defensa,carril_central,0.79
2T — TM Olimpia a Fin 2T,2T,13554,451.8,6400,marmoleria,208.2,168.8,0.325,0.46,defensa,carril_central,0.66
2T — TM Olimpia a Fin 2T,2T,13557,451.9,6400,marmoleria,212.6,177.2,0.332,0.493,gestacion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,13560,452.0,6400,marmoleria,217.3,182.7,0.34,0.462,gestacion,carril_central,0.64
2T — TM Olimpia a Fin 2T,2T,13563,452.1,6400,marmoleria,222.4,187.4,0.347,0.479,gestacion,carril_central,0.64
2T — TM Olimpia a Fin 2T,2T,13566,452.2,6400,marmoleria,229.4,189.6,0.358,0.486,gestacion,carril_central,0.73
2T — TM Olimpia a Fin 2T,2T,13569,452.3,6400,marmoleria,235.8,193.0,0.368,0.498,gestacion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,13572,452.4,6400,marmoleria,241.2,203.1,0.377,0.533,gestacion,carril_central,0.8
2T — TM Olimpia a Fin 2T,2T,13575,452.5,6400,marmoleria,246.0,207.5,0.384,0.548,gestacion,carril_central,0.72
2T — TM Olimpia a Fin 2T,2T,13578,452.6,6400,marmoleria,253.1,208.8,0.395,0.553,gestacion,carril_central,0.8
2T — TM Olimpia a Fin 2T,2T,13581,452.7,6400,marmoleria,257.8,210.7,0.403,0.559,gestacion,carril_central,0.71
2T — TM Olimpia a Fin 2T,2T,13584,452.8,6400,marmoleria,264.2,220.9,0.413,0.595,gestacion,carril_central,0.75
2T — TM Olimpia a Fin 2T,2T,13587,452.9,6400,marmoleria,273.4,222.8,0.427,0.601,gestacion,carril_central,0.7
2T — TM Olimpia a Fin 2T,2T,13590,453.0,6400,marmoleria,278.1,227.9,0.435,0.71,gestacion,carril_derecho,0.78
2T — TM Olimpia a Fin 2T,2T,13593,453.1,6400,marmoleria,280.7,229.6,0.439,0.717,gestacion,carril_derecho,0.79
2T — TM Olimpia a Fin 2T,2T,13596,453.2,6400,marmoleria,284.7,236.8,0.445,0.745,gestacion,carril_derecho,0.72
2T — TM Olimpia a Fin 2T,2T,13599,453.3,6400,marmoleria,289.2,239.0,0.452,0.754,gestacion,carril_derecho,0.75
2T — TM Olimpia a Fin 2T,2T,13602,453.4,6400,marmoleria,293.0,239.8,0.458,0.757,gestacion,carril_derecho,0.74
2T — TM Olimpia a Fin 2T,2T,13605,453.5,6400,marmoleria,297.0,242.3,0.464,0.767,gestacion,carril_derecho,0.73
2T — TM Olimpia a Fin 2T,2T,13608,453.6,6400,marmoleria,298.4,243.6,0.466,0.772,gestacion,carril_derecho,0.7
2T — TM Olimpia a Fin 2T,2T,13611,453.7,6400,marmoleria,302.1,245.4,0.472,0.779,gestacion,carril_derecho,0.63
2T — TM Olimpia a Fin 2T,2T,13614,453.8,6400,marmoleria,307.8,247.2,0.481,0.786,gestacion,carril_derecho,0.69
2T — TM Olimpia a Fin 2T,2T,13617,453.9,6400,marmoleria,311.5,247.6,0.487,0.788,gestacion,carril_derecho,0.69
2T — TM Olimpia a Fin 2T,2T,13620,454.0,6400,marmoleria,313.9,249.4,0.49,0.777,gestacion,carril_derecho,0.66
2T — TM Olimpia a Fin 2T,2T,13626,454.2,6400,marmoleria,316.3,258.2,0.494,0.811,gestacion,carril_derecho,0.47
2T — TM Olimpia a Fin 2T,2T,13629,454.3,6400,marmoleria,314.8,260.1,0.492,0.818,gestacion,carril_derecho,0.66
2T — TM Olimpia a Fin 2T,2T,13638,454.6,6400,marmoleria,311.8,258.4,0.487,0.812,gestacion,carril_derecho,0.82
2T — TM Olimpia a Fin 2T,2T,13641,454.7,6400,marmoleria,309.9,256.5,0.484,0.804,gestacion,carril_derecho,0.76
2T — TM Olimpia a Fin 2T,2T,13650,455.0,6400,marmoleria,307.2,252.6,0.48,0.821,gestacion,carril_derecho,0.76
2T — TM Olimpia a Fin 2T,2T,13701,456.7,6408,marmoleria,386.6,252.8,0.604,0.804,gestacion,carril_derecho,0.82
2T — TM Olimpia a Fin 2T,2T,13701,456.7,6405,marmoleria,139.4,126.4,0.218,0.31,defensa,carril_izquierdo,0.6
2T — TM Olimpia a Fin 2T,2T,13704,456.8,6408,marmoleria,395.7,252.3,0.618,0.802,gestacion,carril_derecho,0.58
2T — TM Olimpia a Fin 2T,2T,13710,457.0,6408,marmoleria,422.6,249.5,0.66,0.698,definicion,carril_derecho,0.74
2T — TM Olimpia a Fin 2T,2T,13713,457.1,6399,marmoleria,539.5,165.0,0.843,0.412,definicion,carril_central,0.66
2T — TM Olimpia a Fin 2T,2T,13713,457.1,6408,marmoleria,428.1,248.3,0.669,0.694,definicion,carril_derecho,0.75
2T — TM Olimpia a Fin 2T,2T,13716,457.2,6399,marmoleria,540.9,165.2,0.845,0.413,definicion,carril_central,0.54
2T — TM Olimpia a Fin 2T,2T,13716,457.2,6408,marmoleria,439.9,244.8,0.687,0.682,definicion,carril_derecho,0.69
2T — TM Olimpia a Fin 2T,2T,13719,457.3,6408,marmoleria,446.9,244.0,0.698,0.679,definicion,carril_derecho,0.8
2T — TM Olimpia a Fin 2T,2T,13722,457.4,6408,marmoleria,451.3,243.9,0.705,0.679,definicion,carril_derecho,0.74
2T — TM Olimpia a Fin 2T,2T,13725,457.5,6408,marmoleria,457.1,247.6,0.714,0.691,definicion,carril_derecho,0.86
2T — TM Olimpia a Fin 2T,2T,13728,457.6,6408,marmoleria,453.4,247.6,0.708,0.691,definicion,carril_derecho,0.83
2T — TM Olimpia a Fin 2T,2T,13728,457.6,6405,marmoleria,189.2,109.4,0.296,0.224,defensa,carril_izquierdo,0.67
2T — TM Olimpia a Fin 2T,2T,13731,457.7,6408,marmoleria,445.1,243.9,0.695,0.679,definicion,carril_derecho,0.69
2T — TM Olimpia a Fin 2T,2T,13734,457.8,6408,marmoleria,432.5,236.7,0.676,0.654,definicion,carril_central,0.76
2T — TM Olimpia a Fin 2T,2T,13737,457.9,6408,marmoleria,414.5,231.7,0.648,0.638,gestacion,carril_central,0.71
2T — TM Olimpia a Fin 2T,2T,13740,458.0,6408,marmoleria,405.9,227.3,0.634,0.816,gestacion,carril_derecho,0.77
2T — TM Olimpia a Fin 2T,2T,13743,458.1,6408,marmoleria,408.1,220.7,0.638,0.786,gestacion,carril_derecho,0.79
2T — TM Olimpia a Fin 2T,2T,13746,458.2,6408,marmoleria,414.1,219.0,0.647,0.779,gestacion,carril_derecho,0.73
2T — TM Olimpia a Fin 2T,2T,13746,458.2,6409,olimpia,347.6,102.0,0.543,0.261,gestacion,carril_izquierdo,0.66
2T — TM Olimpia a Fin 2T,2T,13749,458.3,6408,marmoleria,419.6,216.8,0.656,0.769,gestacion,carril_derecho,0.61
2T — TM Olimpia a Fin 2T,2T,13749,458.3,6409,olimpia,349.0,101.0,0.545,0.257,gestacion,carril_izquierdo,0.68
2T — TM Olimpia a Fin 2T,2T,13752,458.4,6408,marmoleria,424.8,216.0,0.664,0.766,definicion,carril_derecho,0.78
2T — TM Olimpia a Fin 2T,2T,13755,458.5,6408,marmoleria,429.2,214.2,0.671,0.758,definicion,carril_derecho,0.72
2T — TM Olimpia a Fin 2T,2T,13758,458.6,6408,marmoleria,432.0,215.3,0.675,0.763,definicion,carril_derecho,0.72
2T — TM Olimpia a Fin 2T,2T,13758,458.6,6409,olimpia,351.5,96.7,0.549,0.238,gestacion,carril_izquierdo,0.75
2T — TM Olimpia a Fin 2T,2T,13761,458.7,6408,marmoleria,437.2,211.5,0.683,0.746,definicion,carril_derecho,0.75
2T — TM Olimpia a Fin 2T,2T,13761,458.7,6409,olimpia,352.7,97.2,0.551,0.24,gestacion,carril_izquierdo,0.68
2T — TM Olimpia a Fin 2T,2T,13764,458.8,6408,marmoleria,448.4,208.0,0.701,0.73,definicion,carril_derecho,0.83
2T — TM Olimpia a Fin 2T,2T,13764,458.8,6409,olimpia,353.3,96.3,0.552,0.236,gestacion,carril_izquierdo,0.48
2T — TM Olimpia a Fin 2T,2T,13767,458.9,6408,marmoleria,454.8,207.5,0.711,0.728,definicion,carril_derecho,0.77
2T — TM Olimpia a Fin 2T,2T,13767,458.9,6409,olimpia,353.4,93.2,0.552,0.222,gestacion,carril_izquierdo,0.68
2T — TM Olimpia a Fin 2T,2T,13770,459.0,6408,marmoleria,455.7,206.6,0.712,0.687,definicion,carril_derecho,0.8
2T — TM Olimpia a Fin 2T,2T,13773,459.1,6408,marmoleria,455.2,206.0,0.711,0.684,definicion,carril_derecho,0.76
2T — TM Olimpia a Fin 2T,2T,13773,459.1,6399,olimpia,496.9,142.2,0.776,0.408,definicion,carril_central,0.72
2T — TM Olimpia a Fin 2T,2T,13776,459.2,6408,marmoleria,455.5,202.5,0.712,0.669,definicion,carril_derecho,0.81
2T — TM Olimpia a Fin 2T,2T,13776,459.2,6399,olimpia,498.9,143.2,0.779,0.412,definicion,carril_central,0.82
2T — TM Olimpia a Fin 2T,2T,13779,459.3,6408,marmoleria,454.6,200.4,0.71,0.66,definicion,carril_central,0.76
2T — TM Olimpia a Fin 2T,2T,13782,459.4,6408,marmoleria,452.3,199.5,0.707,0.656,definicion,carril_central,0.81
2T — TM Olimpia a Fin 2T,2T,13785,459.5,6408,marmoleria,447.4,200.1,0.699,0.658,definicion,carril_central,0.75
2T — TM Olimpia a Fin 2T,2T,13788,459.6,6408,marmoleria,440.4,200.9,0.688,0.662,definicion,carril_derecho,0.81
2T — TM Olimpia a Fin 2T,2T,13791,459.7,6408,marmoleria,431.7,197.0,0.675,0.645,definicion,carril_central,0.66
2T — TM Olimpia a Fin 2T,2T,13794,459.8,6408,marmoleria,415.5,196.2,0.649,0.641,gestacion,carril_central,0.74
2T — TM Olimpia a Fin 2T,2T,13797,459.9,6408,marmoleria,395.5,196.5,0.618,0.643,gestacion,carril_central,0.8
2T — TM Olimpia a Fin 2T,2T,13800,460.0,6408,marmoleria,379.3,202.0,0.593,0.596,gestacion,carril_central,0.82
2T — TM Olimpia a Fin 2T,2T,13803,460.1,6408,marmoleria,360.4,200.7,0.563,0.592,gestacion,carril_central,0.64
2T — TM Olimpia a Fin 2T,2T,13806,460.2,6408,marmoleria,340.2,200.1,0.532,0.59,gestacion,carril_central,0.72
2T — TM Olimpia a Fin 2T,2T,13809,460.3,6408,marmoleria,323.5,201.1,0.505,0.593,gestacion,carril_central,0.74
2T — TM Olimpia a Fin 2T,2T,13812,460.4,6408,marmoleria,308.7,203.2,0.482,0.599,gestacion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,13815,460.5,6408,marmoleria,296.5,203.1,0.463,0.599,gestacion,carril_central,0.69
2T — TM Olimpia a Fin 2T,2T,13818,460.6,6408,marmoleria,282.3,203.1,0.441,0.599,gestacion,carril_central,0.76
2T — TM Olimpia a Fin 2T,2T,13821,460.7,6408,marmoleria,266.5,205.5,0.416,0.606,gestacion,carril_central,0.73
2T — TM Olimpia a Fin 2T,2T,13824,460.8,6408,marmoleria,252.1,208.0,0.394,0.614,gestacion,carril_central,0.66
2T — TM Olimpia a Fin 2T,2T,13827,460.9,6408,marmoleria,243.8,211.0,0.381,0.622,gestacion,carril_central,0.73
2T — TM Olimpia a Fin 2T,2T,13830,461.0,6408,marmoleria,234.2,207.5,0.433,0.356,gestacion,carril_central,0.62
2T — TM Olimpia a Fin 2T,2T,13833,461.1,6408,marmoleria,224.9,208.3,0.416,0.36,gestacion,carril_central,0.66
2T — TM Olimpia a Fin 2T,2T,13836,461.2,6408,marmoleria,219.5,208.2,0.406,0.359,gestacion,carril_central,0.86
2T — TM Olimpia a Fin 2T,2T,13839,461.3,6408,marmoleria,213.4,206.7,0.394,0.353,gestacion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,13842,461.4,6408,marmoleria,209.4,205.2,0.387,0.347,gestacion,carril_central,0.73
2T — TM Olimpia a Fin 2T,2T,13845,461.5,6408,marmoleria,205.3,202.3,0.379,0.335,gestacion,carril_central,0.73
2T — TM Olimpia a Fin 2T,2T,13848,461.6,6408,marmoleria,198.8,201.3,0.368,0.33,gestacion,carril_central,0.69
2T — TM Olimpia a Fin 2T,2T,13851,461.7,6408,marmoleria,190.2,201.4,0.352,0.331,gestacion,carril_central,0.73
2T — TM Olimpia a Fin 2T,2T,13854,461.8,6408,marmoleria,185.7,200.7,0.343,0.328,gestacion,carril_izquierdo,0.77
2T — TM Olimpia a Fin 2T,2T,13857,461.9,6408,marmoleria,173.8,202.9,0.321,0.337,defensa,carril_central,0.77
2T — TM Olimpia a Fin 2T,2T,13860,462.0,6408,marmoleria,164.9,201.6,0.32,0.409,defensa,carril_central,0.65
2T — TM Olimpia a Fin 2T,2T,13866,462.2,6408,marmoleria,146.7,197.7,0.285,0.394,defensa,carril_central,0.66
2T — TM Olimpia a Fin 2T,2T,13869,462.3,6408,marmoleria,138.8,195.0,0.269,0.384,defensa,carril_central,0.52
2T — TM Olimpia a Fin 2T,2T,13872,462.4,6408,marmoleria,134.0,195.1,0.26,0.385,defensa,carril_central,0.84
2T — TM Olimpia a Fin 2T,2T,13875,462.5,6408,marmoleria,129.6,195.6,0.252,0.387,defensa,carril_central,0.75
2T — TM Olimpia a Fin 2T,2T,13878,462.6,6408,marmoleria,127.1,196.0,0.247,0.388,defensa,carril_central,0.77
2T — TM Olimpia a Fin 2T,2T,13881,462.7,6408,marmoleria,119.7,192.4,0.232,0.375,defensa,carril_central,0.58
2T — TM Olimpia a Fin 2T,2T,13884,462.8,6408,marmoleria,112.3,188.3,0.218,0.359,defensa,carril_central,0.59
2T — TM Olimpia a Fin 2T,2T,13887,462.9,6408,marmoleria,107.6,183.2,0.209,0.34,defensa,carril_central,0.52
2T — TM Olimpia a Fin 2T,2T,13890,463.0,6408,marmoleria,102.4,180.0,0.208,0.334,defensa,carril_central,0.6
2T — TM Olimpia a Fin 2T,2T,13917,463.9,6412,olimpia,183.7,122.5,0.373,0.12,gestacion,carril_izquierdo,0.76
2T — TM Olimpia a Fin 2T,2T,13920,464.0,6412,olimpia,185.0,124.1,0.385,0.12,gestacion,carril_izquierdo,0.75
2T — TM Olimpia a Fin 2T,2T,13923,464.1,6412,olimpia,185.4,125.7,0.385,0.126,gestacion,carril_izquierdo,0.67
2T — TM Olimpia a Fin 2T,2T,13926,464.2,6412,olimpia,185.5,131.1,0.386,0.146,gestacion,carril_izquierdo,0.55
2T — TM Olimpia a Fin 2T,2T,13935,464.5,6410,marmoleria,461.8,236.0,0.96,0.537,definicion,carril_central,0.81
2T — TM Olimpia a Fin 2T,2T,13938,464.6,6410,marmoleria,459.6,236.1,0.956,0.538,definicion,carril_central,0.8
2T — TM Olimpia a Fin 2T,2T,13941,464.7,6410,marmoleria,457.8,236.2,0.952,0.538,definicion,carril_central,0.8
2T — TM Olimpia a Fin 2T,2T,13974,465.8,6410,marmoleria,431.9,232.5,0.929,0.517,definicion,carril_central,0.83
2T — TM Olimpia a Fin 2T,2T,13977,465.9,6410,marmoleria,429.6,231.6,0.924,0.514,definicion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,14004,466.8,6417,marmoleria,423.2,166.8,0.955,0.251,definicion,carril_izquierdo,0.62
2T — TM Olimpia a Fin 2T,2T,14007,466.9,6417,marmoleria,427.7,166.2,0.965,0.249,definicion,carril_izquierdo,0.66
2T — TM Olimpia a Fin 2T,2T,14010,467.0,6417,marmoleria,430.0,164.7,0.788,0.263,definicion,carril_izquierdo,0.59
2T — TM Olimpia a Fin 2T,2T,14013,467.1,6417,marmoleria,431.9,164.4,0.791,0.262,definicion,carril_izquierdo,0.62
2T — TM Olimpia a Fin 2T,2T,14016,467.2,6417,marmoleria,433.3,163.7,0.794,0.259,definicion,carril_izquierdo,0.5
2T — TM Olimpia a Fin 2T,2T,14052,468.4,6418,marmoleria,234.1,324.2,0.608,0.853,gestacion,carril_derecho,0.71
2T — TM Olimpia a Fin 2T,2T,14055,468.5,6418,marmoleria,233.3,324.5,0.606,0.854,gestacion,carril_derecho,0.68
2T — TM Olimpia a Fin 2T,2T,14058,468.6,6418,marmoleria,231.8,324.6,0.602,0.854,gestacion,carril_derecho,0.75
2T — TM Olimpia a Fin 2T,2T,14061,468.7,6410,marmoleria,368.3,236.5,0.957,0.492,definicion,carril_central,0.77
2T — TM Olimpia a Fin 2T,2T,14061,468.7,6418,marmoleria,230.9,324.7,0.6,0.855,gestacion,carril_derecho,0.72
2T — TM Olimpia a Fin 2T,2T,14064,468.8,6410,marmoleria,367.2,236.3,0.954,0.491,definicion,carril_central,0.77
2T — TM Olimpia a Fin 2T,2T,14064,468.8,6418,marmoleria,230.2,324.9,0.598,0.855,gestacion,carril_derecho,0.7
2T — TM Olimpia a Fin 2T,2T,14067,468.9,6418,marmoleria,229.3,324.4,0.595,0.854,gestacion,carril_derecho,0.76
2T — TM Olimpia a Fin 2T,2T,14070,469.0,6410,marmoleria,366.2,236.3,0.956,0.491,definicion,carril_central,0.75
2T — TM Olimpia a Fin 2T,2T,14070,469.0,6418,marmoleria,228.7,324.3,0.597,0.853,gestacion,carril_derecho,0.73
2T — TM Olimpia a Fin 2T,2T,14073,469.1,6410,marmoleria,365.9,236.4,0.955,0.491,definicion,carril_central,0.74
2T — TM Olimpia a Fin 2T,2T,14073,469.1,6418,marmoleria,228.4,324.5,0.596,0.854,gestacion,carril_derecho,0.75
2T — TM Olimpia a Fin 2T,2T,14076,469.2,6410,marmoleria,365.7,236.4,0.955,0.491,definicion,carril_central,0.75
2T — TM Olimpia a Fin 2T,2T,14076,469.2,6418,marmoleria,228.1,324.5,0.596,0.854,gestacion,carril_derecho,0.74
2T — TM Olimpia a Fin 2T,2T,14079,469.3,6410,marmoleria,365.0,236.7,0.953,0.493,definicion,carril_central,0.73
2T — TM Olimpia a Fin 2T,2T,14079,469.3,6418,marmoleria,227.7,324.7,0.594,0.855,gestacion,carril_derecho,0.77
2T — TM Olimpia a Fin 2T,2T,14082,469.4,6410,marmoleria,364.4,236.9,0.951,0.493,definicion,carril_central,0.76
2T — TM Olimpia a Fin 2T,2T,14082,469.4,6418,marmoleria,226.6,324.6,0.592,0.854,gestacion,carril_derecho,0.75
2T — TM Olimpia a Fin 2T,2T,14085,469.5,6410,marmoleria,364.3,236.8,0.951,0.493,definicion,carril_central,0.77
2T — TM Olimpia a Fin 2T,2T,14085,469.5,6418,marmoleria,226.6,324.6,0.592,0.854,gestacion,carril_derecho,0.75
2T — TM Olimpia a Fin 2T,2T,14088,469.6,6410,marmoleria,364.3,236.7,0.951,0.493,definicion,carril_central,0.77
2T — TM Olimpia a Fin 2T,2T,14088,469.6,6418,marmoleria,226.6,324.7,0.592,0.855,gestacion,carril_derecho,0.75
2T — TM Olimpia a Fin 2T,2T,14088,469.6,6420,marmoleria,121.5,169.4,0.317,0.216,defensa,carril_izquierdo,0.65
2T — TM Olimpia a Fin 2T,2T,14091,469.7,6410,marmoleria,364.5,236.7,0.952,0.492,definicion,carril_central,0.77
2T — TM Olimpia a Fin 2T,2T,14091,469.7,6418,marmoleria,226.6,324.6,0.592,0.854,gestacion,carril_derecho,0.73
2T — TM Olimpia a Fin 2T,2T,14091,469.7,6420,marmoleria,118.4,170.6,0.309,0.22,defensa,carril_izquierdo,0.66
2T — TM Olimpia a Fin 2T,2T,14094,469.8,6410,marmoleria,364.6,236.6,0.952,0.492,definicion,carril_central,0.77
2T — TM Olimpia a Fin 2T,2T,14094,469.8,6418,marmoleria,226.7,324.4,0.592,0.854,gestacion,carril_derecho,0.71
2T — TM Olimpia a Fin 2T,2T,14094,469.8,6420,marmoleria,116.9,171.9,0.305,0.226,defensa,carril_izquierdo,0.69
2T — TM Olimpia a Fin 2T,2T,14097,469.9,6410,marmoleria,364.5,236.4,0.952,0.491,definicion,carril_central,0.79
2T — TM Olimpia a Fin 2T,2T,14097,469.9,6418,marmoleria,226.3,324.2,0.591,0.853,gestacion,carril_derecho,0.73
2T — TM Olimpia a Fin 2T,2T,14097,469.9,6420,marmoleria,114.9,170.7,0.3,0.221,defensa,carril_izquierdo,0.6
2T — TM Olimpia a Fin 2T,2T,14100,470.0,6410,marmoleria,364.6,236.2,0.967,0.491,definicion,carril_central,0.79
2T — TM Olimpia a Fin 2T,2T,14100,470.0,6418,marmoleria,226.3,324.2,0.6,0.853,gestacion,carril_derecho,0.7
2T — TM Olimpia a Fin 2T,2T,14100,470.0,6420,marmoleria,113.6,171.3,0.301,0.223,defensa,carril_izquierdo,0.51
2T — TM Olimpia a Fin 2T,2T,14103,470.1,6410,marmoleria,364.8,236.0,0.968,0.49,definicion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,14103,470.1,6418,marmoleria,226.2,324.0,0.6,0.852,gestacion,carril_derecho,0.71
2T — TM Olimpia a Fin 2T,2T,14103,470.1,6420,marmoleria,112.3,171.4,0.298,0.224,defensa,carril_izquierdo,0.76
2T — TM Olimpia a Fin 2T,2T,14106,470.2,6410,marmoleria,364.6,235.5,0.967,0.488,definicion,carril_central,0.76
2T — TM Olimpia a Fin 2T,2T,14106,470.2,6418,marmoleria,225.9,324.0,0.599,0.852,gestacion,carril_derecho,0.68
2T — TM Olimpia a Fin 2T,2T,14106,470.2,6420,marmoleria,110.6,172.1,0.293,0.227,defensa,carril_izquierdo,0.73
2T — TM Olimpia a Fin 2T,2T,14109,470.3,6410,marmoleria,364.0,235.4,0.966,0.487,definicion,carril_central,0.79
2T — TM Olimpia a Fin 2T,2T,14109,470.3,6418,marmoleria,225.3,324.1,0.598,0.852,gestacion,carril_derecho,0.68
2T — TM Olimpia a Fin 2T,2T,14109,470.3,6420,marmoleria,109.5,172.7,0.29,0.229,defensa,carril_izquierdo,0.77
2T — TM Olimpia a Fin 2T,2T,14112,470.4,6410,marmoleria,363.9,235.1,0.965,0.486,definicion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,14112,470.4,6418,marmoleria,224.9,324.1,0.597,0.852,gestacion,carril_derecho,0.7
2T — TM Olimpia a Fin 2T,2T,14112,470.4,6420,marmoleria,108.9,174.1,0.289,0.235,defensa,carril_izquierdo,0.61
2T — TM Olimpia a Fin 2T,2T,14115,470.5,6410,marmoleria,364.8,234.2,0.968,0.482,definicion,carril_central,0.76
2T — TM Olimpia a Fin 2T,2T,14115,470.5,6418,marmoleria,224.3,323.9,0.595,0.851,gestacion,carril_derecho,0.7
2T — TM Olimpia a Fin 2T,2T,14115,470.5,6420,marmoleria,108.8,175.3,0.289,0.24,defensa,carril_izquierdo,0.74
2T — TM Olimpia a Fin 2T,2T,14118,470.6,6410,marmoleria,365.4,234.0,0.969,0.482,definicion,carril_central,0.79
2T — TM Olimpia a Fin 2T,2T,14118,470.6,6418,marmoleria,224.1,323.9,0.595,0.851,gestacion,carril_derecho,0.68
2T — TM Olimpia a Fin 2T,2T,14118,470.6,6420,marmoleria,108.9,176.7,0.289,0.246,defensa,carril_izquierdo,0.69
2T — TM Olimpia a Fin 2T,2T,14121,470.7,6410,marmoleria,365.1,233.9,0.968,0.481,definicion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,14121,470.7,6418,marmoleria,223.6,323.8,0.593,0.851,gestacion,carril_derecho,0.68
2T — TM Olimpia a Fin 2T,2T,14124,470.8,6410,marmoleria,365.3,233.5,0.969,0.48,definicion,carril_central,0.77
2T — TM Olimpia a Fin 2T,2T,14124,470.8,6418,marmoleria,222.9,323.6,0.591,0.85,gestacion,carril_derecho,0.71
2T — TM Olimpia a Fin 2T,2T,14127,470.9,6410,marmoleria,364.8,233.5,0.968,0.479,definicion,carril_central,0.79
2T — TM Olimpia a Fin 2T,2T,14127,470.9,6418,marmoleria,222.5,323.7,0.59,0.85,gestacion,carril_derecho,0.77
2T — TM Olimpia a Fin 2T,2T,14130,471.0,6410,marmoleria,364.2,233.5,0.971,0.433,definicion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,14130,471.0,6418,marmoleria,222.1,323.5,0.592,0.836,gestacion,carril_derecho,0.8
2T — TM Olimpia a Fin 2T,2T,14133,471.1,6410,marmoleria,363.8,233.3,0.97,0.432,definicion,carril_central,0.75
2T — TM Olimpia a Fin 2T,2T,14133,471.1,6418,marmoleria,221.2,323.6,0.59,0.837,gestacion,carril_derecho,0.78
2T — TM Olimpia a Fin 2T,2T,14136,471.2,6410,marmoleria,363.4,233.1,0.969,0.431,definicion,carril_central,0.78
2T — TM Olimpia a Fin 2T,2T,14136,471.2,6418,marmoleria,221.1,323.5,0.59,0.836,gestacion,carril_derecho,0.75
2T — TM Olimpia a Fin 2T,2T,14139,471.3,6410,marmoleria,362.3,233.5,0.966,0.433,definicion,carril_central,0.79
2T — TM Olimpia a Fin 2T,2T,14139,471.3,6418,marmoleria,220.6,323.6,0.588,0.837,gestacion,carril_derecho,0.68
